Time,Predict
93000000.0,4.7742287279106677e-05
93000500.0,0.00019113018061034381
93001000.0,-0.0002251075056847185
93001500.0,-2.470205072313547e-05
93002000.0,1.5956236438796623e-06
93002500.0,0.0003021368756890297
93003000.0,0.00030300760408863425
93003500.0,-0.0005217989673838019
93004000.0,-7.288962478924077e-06
93004500.0,-0.0001473962183808908
93005000.0,0.00013645278522744775
93005500.0,1.1433446161390748e-05
93006000.0,-0.00010655542428139597
93006500.0,-8.058355160756037e-05
93007000.0,-2.2233421987039037e-05
93007500.0,2.3892194803920574e-05
93008000.0,0.00016904676158446819
93008500.0,0.00013116523041389883
93009000.0,9.131665137829259e-05
93009500.0,0.00030114836408756673
93010000.0,-4.652592178899795e-05
93010500.0,7.718585402471945e-05
93011000.0,0.00040479880408383906
93011500.0,-1.6815456547192298e-05
93012000.0,9.972076077247038e-05
93012500.0,2.0471914467634633e-05
93013000.0,-9.571456030244008e-05
93013500.0,3.0088680432527326e-05
93014000.0,0.00017047545406967402
93014500.0,0.0005145792965777218
93015000.0,8.233701373683289e-05
93015500.0,3.8927315472392365e-05
93016000.0,-7.418043242068961e-05
93016500.0,-0.0001050363207468763
93017000.0,0.00010804705379996449
93017500.0,0.00017933033814188093
93018000.0,7.252519571920857e-05
93018500.0,0.0001224505977006629
93019000.0,-3.459601794020273e-05
93019500.0,-0.0002747679245658219
93020000.0,-0.00015726310084573925
93020500.0,-0.00012441634316928685
93021000.0,4.1563638660591096e-05
93021500.0,4.4844553485745564e-05
93022000.0,9.90569606074132e-05
93022500.0,-1.2515110938693397e-05
93023000.0,0.0004212406638544053
93023500.0,-0.00033300963696092367
93024000.0,-0.00018475131946615875
93024500.0,-0.0002962245780508965
93025000.0,0.00011311755224596709
93025500.0,-0.00035056471824645996
93026000.0,-3.1424147891812027e-05
93026500.0,-0.00011260624887654558
93027000.0,0.00010574074985925108
93027500.0,5.2544848585966974e-05
93028000.0,-0.0001505020773038268
93028500.0,-7.28237209841609e-05
93029000.0,0.00022171430464368314
93029500.0,-7.001907943049446e-05
93030000.0,-0.00010557648056419566
93030500.0,-0.00011537125101312995
93031000.0,-0.00011654246191028506
93031500.0,-8.322031499119475e-05
93032000.0,-1.1657749382720795e-05
93032500.0,-2.007652619795408e-05
93033000.0,-0.0002263981878058985
93033500.0,-2.599588242446771e-06
93034000.0,-0.0002827840799000114
93034500.0,-0.0002764569944702089
93035000.0,-1.2369261639832985e-05
93035500.0,0.00016482369392178953
93036000.0,0.00020473638141993433
93036500.0,-0.00019697158131748438
93037000.0,-2.6095425710082054e-05
93037500.0,-0.0001236689422512427
93038000.0,0.00021972561080474406
93038500.0,0.00012262385280337185
93039000.0,0.00015170768892858177
93039500.0,0.00026197853730991483
93040000.0,-0.0001226143940584734
93040500.0,-9.072198008652776e-05
93041000.0,-0.0002223228948423639
93041500.0,-6.984542415011674e-05
93042000.0,-0.00029491446912288666
93042500.0,-0.00014918894157744944
93043000.0,-0.00014445670240093023
93043500.0,-3.9529688365291804e-05
93044000.0,-3.321675831102766e-05
93044500.0,0.00024382509582210332
93045000.0,0.00018684846872929484
93045500.0,4.2075334931723773e-05
93046000.0,5.2659954235423356e-05
93046500.0,5.802307714475319e-05
93047000.0,6.790489806007827e-06
93047500.0,7.254380034282804e-05
93048000.0,1.54061268631267e-07
93048500.0,-0.00015619468467775732
93049000.0,-0.0001594251807546243
93049500.0,-4.31538574048318e-05
93050000.0,-0.00012693830649368465
93050500.0,-0.0002684904611669481
93051000.0,-6.231273437151685e-05
93051500.0,-0.0002033835626207292
93052000.0,-1.1953778994211461e-05
93052500.0,-0.00023795700690243393
93053000.0,-4.906323374598287e-05
93053500.0,-7.042732613626868e-05
93054000.0,-2.4263912564492784e-05
93054500.0,-2.3179005438578315e-05
93055000.0,-5.651622268487699e-05
93055500.0,2.6585104933474213e-05
93056000.0,0.0002405634877504781
93056500.0,0.00010373580153100193
93057000.0,0.00011643570906016976
93057500.0,-3.2036201446317136e-05
93058000.0,9.6510884759482e-05
93058500.0,2.0432806195458397e-05
93059000.0,-5.66126182093285e-05
93059500.0,-8.211552631109953e-05
93100000.0,-0.00011048783198930323
93100500.0,0.00020151810895185918
93101000.0,0.00015504918701481074
93101500.0,0.0002796044573187828
93102000.0,0.00034446967765688896
93102500.0,-0.0005617786082439125
93103000.0,2.6622221412253566e-05
93103500.0,0.0002890972828026861
93104000.0,-0.00031319528352469206
93104500.0,-5.525894812308252e-05
93105000.0,0.00035419888445176184
93105500.0,8.230974344769493e-05
93106000.0,8.447833533864468e-05
93106500.0,-7.77210807427764e-05
93107000.0,0.00025353243108838797
93107500.0,0.00028233948978595436
93108000.0,0.00037638982757925987
93108500.0,0.0002695047005545348
93109000.0,0.00011926818842766806
93109500.0,-5.502526619238779e-05
93110000.0,6.10512142884545e-05
93110500.0,0.00019309448543936014
93111000.0,5.019852778787026e-06
93111500.0,-0.00020568256149999797
93112000.0,4.6524175559170544e-05
93112500.0,7.514929620811017e-06
93113000.0,-0.00017675527487881482
